mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.5,"41 km E of Fallon Station, Nevada",1641670614859,1641839695434,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00831408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00831408&format=geojson,,,,,reviewed,0,35,nn,00831408,",nn00831408,",",nn,",",origin,phase-data,",17.0,0.183,0.1791,128.96,ml,earthquake,"M 1.5 - 41 km E of Fallon Station, Nevada"
0.84,"6km NW of The Geysers, CA",1641670456960,1641671830920,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675781&format=geojson,,,,,automatic,0,11,nc,73675781,",nc73675781,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.009082,0.01,83.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
1.62,"1km N of El Centro, CA",1641670243920,1641930709134,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906167&format=geojson,,,,,reviewed,0,40,ci,39906167,",ci39906167,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.0542,0.2,128.0,ml,earthquake,"M 1.6 - 1km N of El Centro, CA"
0.27,"23km ESE of Little Lake, CA",1641670140650,1641835448955,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906175,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906175&format=geojson,,,,,reviewed,0,1,ci,39906175,",ci39906175,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.07735,0.09,94.0,ml,earthquake,"M 0.3 - 23km ESE of Little Lake, CA"
0.35,"22km ESE of Little Lake, CA",1641670087520,1642623900943,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37487741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37487741&format=geojson,,,,,reviewed,0,2,ci,37487741,",ci37487741,",",ci,",",nearby-cities,origin,phase-data,",14.0,0.07974,0.13,92.0,ml,earthquake,"M 0.4 - 22km ESE of Little Lake, CA"
2.24,"2 km SW of Indios, Puerto Rico",1641670085390,1641672895418,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022008001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022008001&format=geojson,,,,,reviewed,0,77,pr,2022008001,",pr2022008001,",",pr,",",origin,phase-data,",9.0,0.0393,0.1,192.0,md,earthquake,"M 2.2 - 2 km SW of Indios, Puerto Rico"
0.5,"17km ESE of Anza, CA",1641670033130,1642029674218,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906159&format=geojson,,,,,reviewed,0,4,ci,39906159,",ci39906159,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.06511,0.09,74.0,ml,earthquake,"M 0.5 - 17km ESE of Anza, CA"
0.81,"10km WNW of The Geysers, CA",1641669990390,1641670871814,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675771&format=geojson,,,,,automatic,0,10,nc,73675771,",nc73675771,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.002103,0.02,71.0,md,earthquake,"M 0.8 - 10km WNW of The Geysers, CA"
2.1500001,"8 km NE of P?hala, Hawaii",1641669962630,1641670152590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72862422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72862422&format=geojson,,,,,automatic,0,71,hv,72862422,",hv72862422,",",hv,",",origin,phase-data,",41.0,,0.0900000036,122.0,md,earthquake,"M 2.2 - 8 km NE of P?hala, Hawaii"
1.5,"25 km SSW of Petersville, Alaska",1641669816895,1643849469465,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022djr0x3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022djr0x3&format=geojson,,,,,reviewed,0,35,ak,022djr0x3,",ak022djr0x3,",",ak,",",origin,phase-data,",,,0.15,,ml,earthquake,"M 1.5 - 25 km SSW of Petersville, Alaska"
2.31,"13 km S of Fern Forest, Hawaii",1641669581560,1642205186950,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72862417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72862417&format=geojson,,,,,reviewed,0,82,hv,72862417,",hv72862417,",",hv,",",origin,phase-data,",43.0,,0.13,142.0,md,earthquake,"M 2.3 - 13 km S of Fern Forest, Hawaii"
1.6,"74 km WSW of Cantwell, Alaska",1641669399750,1643849469217,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022djpix4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022djpix4&format=geojson,,,,,reviewed,0,39,ak,022djpix4,",ak022djpix4,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.6 - 74 km WSW of Cantwell, Alaska"
1.4,"6 km ENE of Chickaloon, Alaska",1641669303724,1643849468727,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022djp8dt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022djp8dt&format=geojson,,,,,reviewed,0,30,ak,022djp8dt,",ak022djp8dt,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.4 - 6 km ENE of Chickaloon, Alaska"
2.4,"53 km N of Yakutat, Alaska",1641669295185,1643849468979,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022djp4pp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022djp4pp&format=geojson,,,,,reviewed,0,89,ak,022djp4pp,",ak022djp4pp,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 2.4 - 53 km N of Yakutat, Alaska"
1.28,"10km NE of Ridgecrest, CA",1641669279530,1641930408112,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906151&format=geojson,,,,,reviewed,0,25,ci,39906151,",ci39906151,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06742,0.12,74.0,ml,earthquake,"M 1.3 - 10km NE of Ridgecrest, CA"
2.0,"44 km N of Valdez, Alaska",1641668754774,1643849468450,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022djn75w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022djn75w&format=geojson,,,,,reviewed,0,62,ak,022djn75w,",ak022djn75w,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 2.0 - 44 km N of Valdez, Alaska"
0.83,"3km S of Idyllwild, CA",1641668394430,1641826386821,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906127&format=geojson,,,,,reviewed,0,11,ci,39906127,",ci39906127,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.004473,0.17,79.0,ml,earthquake,"M 0.8 - 3km S of Idyllwild, CA"
0.03,"23km ESE of Little Lake, CA",1641668292140,1641835290542,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906135,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906135&format=geojson,,,,,reviewed,0,0,ci,39906135,",ci39906135,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.07604,0.06,103.0,ml,earthquake,"M 0.0 - 23km ESE of Little Lake, CA"
1.24,"8km SE of Cambrian Park, CA",1641668190350,1642113190922,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675766&format=geojson,,,,,reviewed,0,24,nc,73675766,",nc73675766,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.06351,0.05,80.0,md,earthquake,"M 1.2 - 8km SE of Cambrian Park, CA"
1.83,"6 km SE of Marston, Missouri",1641667611010,1641694223932,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60378616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60378616&format=geojson,1.0,2.5,,,reviewed,0,52,nm,60378616,",nm60378616,",",nm,",",dyfi,origin,phase-data,",32.0,0.05776,0.03,77.0,md,earthquake,"M 1.8 - 6 km SE of Marston, Missouri"
0.8,"28 km WSW of Salcha, Alaska",1641667513094,1643849468217,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dja933,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dja933&format=geojson,,,,,reviewed,0,10,ak,022dja933,",ak022dja933,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 0.8 - 28 km WSW of Salcha, Alaska"
0.47,"7km WNW of Cobb, CA",1641667163020,1641668050751,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675761&format=geojson,,,,,automatic,0,3,nc,73675761,",nc73675761,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01171,0.02,59.0,md,earthquake,"M 0.5 - 7km WNW of Cobb, CA"
2.6,"113 km SSE of Perryville, Alaska",1641666994751,1643849478800,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dj8dar,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dj8dar&format=geojson,,,,,reviewed,0,104,ak,022dj8dar,",ak022dj8dar,",",ak,",",origin,phase-data,",,,0.39,,ml,earthquake,"M 2.6 - 113 km SSE of Perryville, Alaska"
1.7,"54 km NW of Ninilchik, Alaska",1641666522645,1643849467953,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dj6o6s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dj6o6s&format=geojson,,,,,reviewed,0,44,ak,022dj6o6s,",ak022dj6o6s,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.7 - 54 km NW of Ninilchik, Alaska"
2.3,"94 km SSE of Sand Point, Alaska",1641666259059,1643849478527,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dj5rht,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dj5rht&format=geojson,,,,,reviewed,0,81,ak,022dj5rht,",ak022dj5rht,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 2.3 - 94 km SSE of Sand Point, Alaska"
0.36,"8km NW of The Geysers, CA",1641666180990,1641671110839,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675756&format=geojson,,,,,automatic,0,2,nc,73675756,",nc73675756,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01145,0.03,71.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
0.46,"13km ESE of Coso Junction, CA",1641665771320,1641834770190,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906119,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906119&format=geojson,,,,,reviewed,0,3,ci,39906119,",ci39906119,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.03688,0.09,103.0,ml,earthquake,"M 0.5 - 13km ESE of Coso Junction, CA"
1.74,"11km NE of Milpitas, CA",1641664489580,1642065851383,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675751&format=geojson,,,,,reviewed,0,47,nc,73675751,",nc73675751,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.0155,0.07,42.0,md,earthquake,"M 1.7 - 11km NE of Milpitas, CA"
-0.06,"4 km SSW of Big Arm, Montana",1641664051270,1641832510310,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80535814,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80535814&format=geojson,,,,,reviewed,0,0,mb,80535814,",mb80535814,",",mb,",",origin,phase-data,",6.0,0.031,0.06,190.0,md,earthquake,"M -0.1 - 4 km SSW of Big Arm, Montana"
0.85,"7km NW of The Geysers, CA",1641663627720,1641667870736,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675746&format=geojson,,,,,automatic,0,11,nc,73675746,",nc73675746,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.001154,0.02,102.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
-0.1,"59 km E of Beatty, Nevada",1641663512923,1643656550957,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832871&format=geojson,,,,,reviewed,0,0,nn,00832871,",nn00832871,",",nn,",",origin,phase-data,",8.0,0.059,0.1293,97.8,ml,earthquake,"M -0.1 - 59 km E of Beatty, Nevada"
1.3,"5 km WSW of Cold Springs, Nevada",1641662916033,1641862161876,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00831406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00831406&format=geojson,,,,,reviewed,0,26,nn,00831406,",nn00831406,",",nn,",",origin,phase-data,",12.0,0.072,0.0554,77.93,ml,earthquake,"M 1.3 - 5 km WSW of Cold Springs, Nevada"
1.1,"34 km SE of Mina, Nevada",1641662674637,1641662918552,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00831405,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00831405&format=geojson,,,,,automatic,0,19,nn,00831405,",nn00831405,",",nn,",",origin,phase-data,",8.0,0.13,0.1516,201.22,ml,earthquake,"M 1.1 - 34 km SE of Mina, Nevada"
1.75,"4 km S of P?hala, Hawaii",1641662620550,1641662808370,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72862322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72862322&format=geojson,,,,,automatic,0,47,hv,72862322,",hv72862322,",",hv,",",origin,phase-data,",34.0,,0.109999999,101.0,md,earthquake,"M 1.8 - 4 km S of P?hala, Hawaii"
1.2,"59 km S of Denali National Park, Alaska",1641662528490,1643849478281,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dijvn5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dijvn5&format=geojson,,,,,reviewed,0,22,ak,022dijvn5,",ak022dijvn5,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.2 - 59 km S of Denali National Park, Alaska"
1.5,"32 km SW of Karluk, Alaska",1641662520879,1643849478001,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dijv1z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dijv1z&format=geojson,,,,,reviewed,0,35,ak,022dijv1z,",ak022dijv1z,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.5 - 32 km SW of Karluk, Alaska"
-0.2,"59 km E of Beatty, Nevada",1641662484715,1643654691840,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832870,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832870&format=geojson,,,,,reviewed,0,0,nn,00832870,",nn00832870,",",nn,",",origin,phase-data,",3.0,0.058,0.0218,132.48,ml,earthquake,"M -0.2 - 59 km E of Beatty, Nevada"
-0.48,"87 km NNW of Karluk, Alaska",1641662329400,1641847551280,,https://earthquake.usgs.gov/earthquakes/eventpage/av91046733,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91046733&format=geojson,,,,,reviewed,0,0,av,91046733,",av91046733,",",av,",",origin,phase-data,",4.0,,0.3,217.0,ml,earthquake,"M -0.5 - 87 km NNW of Karluk, Alaska"
0.87,"10km WNW of The Geysers, CA",1641662147340,1641663011050,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675741&format=geojson,,,,,automatic,0,12,nc,73675741,",nc73675741,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01768,0.01,141.0,md,earthquake,"M 0.9 - 10km WNW of The Geysers, CA"
1.6,"5 km ENE of Adak, Alaska",1641662110438,1643849467736,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022diidvd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022diidvd&format=geojson,,,,,reviewed,0,39,ak,022diidvd,",av91459256,ak022diidvd,",",av,ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 1.6 - 5 km ENE of Adak, Alaska"
1.3,"30 km WNW of Nikiski, Alaska",1641662090450,1643849467501,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dii6yf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dii6yf&format=geojson,,,,,reviewed,0,26,ak,022dii6yf,",ak022dii6yf,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.3 - 30 km WNW of Nikiski, Alaska"
0.35,"22 km SSW of Mammoth, Wyoming",1641661809640,1641831850290,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60476782,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60476782&format=geojson,,,,,reviewed,0,2,uu,60476782,",uu60476782,",",uu,",",origin,phase-data,",7.0,0.03007,0.08,226.0,md,earthquake,"M 0.4 - 22 km SSW of Mammoth, Wyoming"
2.3,"11km NNE of Petrolia, CA",1641661704880,1642039570777,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675736&format=geojson,,,,,reviewed,0,81,nc,73675736,",nc73675736,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.08576,0.09,94.0,md,earthquake,"M 2.3 - 11km NNE of Petrolia, CA"
0.36,"8km NW of The Geysers, CA",1641661299140,1641662172307,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675731&format=geojson,,,,,automatic,0,2,nc,73675731,",nc73675731,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.009111,0.01,84.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
0.8,"33 km SW of Glacier View, Alaska",1641660961547,1643849477750,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022di5pui,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022di5pui&format=geojson,,,,,reviewed,0,10,ak,022di5pui,",ak022di5pui,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 0.8 - 33 km SW of Glacier View, Alaska"
1.0,"51 km NW of Stevens Village, Alaska",1641660794268,1643849477499,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022di53oi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022di53oi&format=geojson,,,,,reviewed,0,15,ak,022di53oi,",ak022di53oi,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.0 - 51 km NW of Stevens Village, Alaska"
0.55,"4km NNW of The Geysers, CA",1641660758800,1641665472616,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675726&format=geojson,,,,,automatic,0,5,nc,73675726,",nc73675726,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.0172,0.03,84.0,md,earthquake,"M 0.6 - 4km NNW of The Geysers, CA"
1.4,"111 km NNW of Yakutat, Alaska",1641660183427,1643849477247,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022di2xom,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022di2xom&format=geojson,,,,,reviewed,0,30,ak,022di2xom,",ak022di2xom,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.4 - 111 km NNW of Yakutat, Alaska"
0.85,"8km NW of The Geysers, CA",1641660182070,1641663910460,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675721&format=geojson,,,,,automatic,0,11,nc,73675721,",nc73675721,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007861,0.01,133.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
4.6,southern Mid-Atlantic Ridge,1641659732306,1643039130040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gcwl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gcwl&format=geojson,,,,,reviewed,0,326,us,7000gcwl,",us7000gcwl,",",us,",",origin,phase-data,",,24.738,0.98,48.0,mb,earthquake,M 4.6 - southern Mid-Atlantic Ridge
1.4,"110 km NNW of Yakutat, Alaska",1641659573728,1643849476998,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022di0oos,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022di0oos&format=geojson,,,,,reviewed,0,30,ak,022di0oos,",ak022di0oos,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.4 - 110 km NNW of Yakutat, Alaska"
2.04999995,"3 km S of P?hala, Hawaii",1641659250760,1641659443810,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72862292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72862292&format=geojson,,,,,automatic,0,65,hv,72862292,",hv72862292,",",hv,",",origin,phase-data,",39.0,,0.119999997,83.0,md,earthquake,"M 2.0 - 3 km S of P?hala, Hawaii"
4.4,south of the Fiji Islands,1641658549772,1643038592040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gcwt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gcwt&format=geojson,,,,,reviewed,0,298,us,7000gcwt,",us7000gcwt,",",us,",",origin,phase-data,",,4.146,1.06,80.0,mb,earthquake,M 4.4 - south of the Fiji Islands
1.9,"6 km ENE of Adak, Alaska",1641658270704,1643849467251,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dhw2x5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dhw2x5&format=geojson,,,,,reviewed,0,56,ak,022dhw2x5,",av91459241,ak022dhw2x5,",",av,ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.9 - 6 km ENE of Adak, Alaska"
0.39,"8km NW of The Geysers, CA",1641658164550,1642031831276,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675716&format=geojson,,,,,reviewed,0,2,nc,73675716,",nc73675716,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.009847,0.02,58.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
0.83,"4km SSW of Anderson Springs, CA",1641658148470,1641659110242,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675711&format=geojson,,,,,automatic,0,11,nc,73675711,",nc73675711,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.02043,0.03,137.0,md,earthquake,"M 0.8 - 4km SSW of Anderson Springs, CA"
1.0,"104 km ENE of Lime Village, Alaska",1641657774715,1643849476740,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dhu9a7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dhu9a7&format=geojson,,,,,reviewed,0,15,ak,022dhu9a7,",ak022dhu9a7,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.0 - 104 km ENE of Lime Village, Alaska"
1.77999997,"4 km E of P?hala, Hawaii",1641657698240,1641657892480,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72862277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72862277&format=geojson,,,,,automatic,0,49,hv,72862277,",hv72862277,",",hv,",",origin,phase-data,",30.0,,0.119999997,136.0,md,earthquake,"M 1.8 - 4 km E of P?hala, Hawaii"
4.9,South Sandwich Islands region,1641657366321,1641658793040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ga77,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ga77&format=geojson,,,,,reviewed,0,369,us,7000ga77,",us7000ga77,",",us,",",origin,phase-data,",,7.813,1.08,95.0,mb,earthquake,M 4.9 - South Sandwich Islands region
1.0,"10km SW of Kelseyville, CA",1641656557990,1642033571436,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675706&format=geojson,1.0,0.0,,,reviewed,0,15,nc,73675706,",nc73675706,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",26.0,0.06306,0.03,189.0,md,earthquake,"M 1.0 - 10km SW of Kelseyville, CA"
0.96,"8km N of Borrego Springs, CA",1641656507430,1641929940075,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39906007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39906007&format=geojson,,,,,reviewed,0,14,ci,39906007,",ci39906007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",43.0,0.01385,0.19,53.0,ml,earthquake,"M 1.0 - 8km N of Borrego Springs, CA"
0.93,"7km SW of Tres Pinos, CA",1641656409430,1642051271082,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675701&format=geojson,,,,,reviewed,0,13,nc,73675701,",nc73675701,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.06904,0.08,113.0,md,earthquake,"M 0.9 - 7km SW of Tres Pinos, CA"
2.7,"6 km NE of Adak, Alaska",1641656243070,1643849466946,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gaen,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gaen&format=geojson,,,,,reviewed,0,112,us,7000gaen,",av91459226,ak022dhg9ay,us7000gaen,",",av,ak,us,",",origin,phase-data,",,0.075,0.34,135.0,ml,earthquake,"M 2.7 - 6 km NE of Adak, Alaska"
0.74,"5km NW of The Geysers, CA",1641656083280,1641660911434,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73675696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73675696&format=geojson,,,,,automatic,0,8,nc,73675696,",nc73675696,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.007192,0.01,69.0,md,earthquake,"M 0.7 - 5km NW of The Geysers, CA"
1.32,"37 km S of Silver Gate, Montana",1641655373070,1641848410660,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60029769,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60029769&format=geojson,,,,,reviewed,0,27,uu,60029769,",uu60029769,",",uu,",",origin,phase-data,",9.0,0.09387,0.1,90.0,md,earthquake,"M 1.3 - 37 km S of Silver Gate, Montana"
-1.07,"36 km S of Silver Gate, Montana",1641655368750,1641832283640,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60476777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60476777&format=geojson,,,,,reviewed,0,0,uu,60476777,",uu60476777,",",uu,",",origin,phase-data,",6.0,0.1111,0.13,120.0,md,earthquake,"M -1.1 - 36 km S of Silver Gate, Montana"
2.5,"76 km W of Petersville, Alaska",1641655214539,1643849466242,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dhcllw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dhcllw&format=geojson,,,,,reviewed,0,96,ak,022dhcllw,",us7000ga72,ak022dhcllw,",",us,ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 2.5 - 76 km W of Petersville, Alaska"
